days_since_2011,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
143,2,2011,5,15,0,2,1,3,0.74,0.6818,0.55,0.4179,188
143,2,2011,5,16,0,2,1,1,0.66,0.6212,0.69,0.194,277
143,2,2011,5,17,0,2,1,1,0.7,0.6515,0.61,0.1045,548
143,2,2011,5,18,0,2,1,1,0.7,0.6515,0.7,0.194,564
143,2,2011,5,19,0,2,1,1,0.66,0.6212,0.74,0.194,355
143,2,2011,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,280
143,2,2011,5,21,0,2,1,1,0.64,0.5909,0.78,0.0896,189
143,2,2011,5,22,0,2,1,3,0.62,0.5606,0.88,0.2239,141
143,2,2011,5,23,0,2,1,3,0.66,0.6212,0.74,0.1642,66
144,2,2011,5,0,0,3,1,3,0.6,0.5606,0.83,0.2239,35
144,2,2011,5,1,0,3,1,3,0.58,0.5455,0.83,0.194,8
144,2,2011,5,2,0,3,1,2,0.56,0.5303,0.94,0.0,8
144,2,2011,5,3,0,3,1,1,0.54,0.5152,1.0,0.1343,9
144,2,2011,5,4,0,3,1,1,0.54,0.5152,1.0,0.1045,3
144,2,2011,5,5,0,3,1,1,0.56,0.5303,0.88,0.0896,25
144,2,2011,5,6,0,3,1,1,0.56,0.5303,0.94,0.0896,117
144,2,2011,5,7,0,3,1,1,0.62,0.5909,0.73,0.1343,313
144,2,2011,5,8,0,3,1,1,0.64,0.6061,0.69,0.2239,531
144,2,2011,5,9,0,3,1,1,0.68,0.6364,0.65,0.0896,234
144,2,2011,5,10,0,3,1,1,0.7,0.6515,0.61,0.0896,135
144,2,2011,5,11,0,3,1,1,0.74,0.6667,0.51,0.0896,140
144,2,2011,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,210
144,2,2011,5,13,0,3,1,1,0.74,0.6818,0.55,0.1343,202
144,2,2011,5,14,0,3,1,1,0.74,0.6818,0.55,0.1642,168
144,2,2011,5,15,0,3,1,1,0.76,0.697,0.52,0.2537,182
144,2,2011,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,299
144,2,2011,5,17,0,3,1,1,0.74,0.6667,0.51,0.2239,601
144,2,2011,5,18,0,3,1,1,0.72,0.6667,0.58,0.2239,517
144,2,2011,5,19,0,3,1,1,0.7,0.6515,0.61,0.1343,405
144,2,2011,5,20,0,3,1,1,0.7,0.6515,0.61,0.1642,340
144,2,2011,5,21,0,3,1,1,0.66,0.6212,0.69,0.1343,236
144,2,2011,5,22,0,3,1,1,0.66,0.6212,0.69,0.2537,174
144,2,2011,5,23,0,3,1,1,0.64,0.6061,0.73,0.1343,86
145,2,2011,5,0,0,4,1,1,0.64,0.6061,0.73,0.1343,45
145,2,2011,5,1,0,4,1,1,0.64,0.6061,0.73,0.1343,16
145,2,2011,5,2,0,4,1,1,0.62,0.5758,0.83,0.1045,14
145,2,2011,5,3,0,4,1,1,0.6,0.5455,0.88,0.0896,4
145,2,2011,5,4,0,4,1,1,0.6,0.5455,0.88,0.0,2
145,2,2011,5,5,0,4,1,2,0.6,0.5455,0.88,0.0896,27
145,2,2011,5,6,0,4,1,2,0.6,0.5,1.0,0.0896,98
145,2,2011,5,7,0,4,1,2,0.62,0.5455,0.94,0.2537,286
145,2,2011,5,8,0,4,1,2,0.66,0.6061,0.83,0.1642,489
145,2,2011,5,9,0,4,1,1,0.72,0.6818,0.7,0.1642,216
145,2,2011,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,143
145,2,2011,5,11,0,4,1,1,0.74,0.697,0.66,0.2239,160
145,2,2011,5,12,0,4,1,1,0.78,0.7424,0.59,0.3284,194
145,2,2011,5,13,0,4,1,1,0.82,0.7727,0.52,0.2836,197
145,2,2011,5,14,0,4,1,1,0.82,0.7727,0.52,0.2836,189
145,2,2011,5,15,0,4,1,2,0.82,0.7576,0.46,0.2836,141
145,2,2011,5,16,0,4,1,2,0.8,0.7424,0.49,0.3582,291
145,2,2011,5,17,0,4,1,1,0.8,0.7273,0.46,0.2836,494
145,2,2011,5,18,0,4,1,1,0.8,0.7273,0.46,0.3284,478
145,2,2011,5,19,0,4,1,1,0.78,0.697,0.46,0.3284,378
145,2,2011,5,20,0,4,1,1,0.72,0.6667,0.58,0.1642,322
145,2,2011,5,21,0,4,1,1,0.72,0.6818,0.62,0.0896,223
145,2,2011,5,22,0,4,1,1,0.7,0.6515,0.65,0.1343,180
145,2,2011,5,23,0,4,1,1,0.7,0.6515,0.65,0.194,90
146,2,2011,5,0,0,5,1,1,0.68,0.6364,0.69,0.2537,69
146,2,2011,5,1,0,5,1,1,0.7,0.6515,0.58,0.2985,50
146,2,2011,5,2,0,5,1,1,0.68,0.6364,0.61,0.2239,18
146,2,2011,5,3,0,5,1,1,0.66,0.6212,0.65,0.0896,12
146,2,2011,5,4,0,5,1,1,0.64,0.6061,0.69,0.1343,7
146,2,2011,5,5,0,5,1,1,0.64,0.6061,0.65,0.2836,31
146,2,2011,5,6,0,5,1,1,0.64,0.6061,0.69,0.0896,81
146,2,2011,5,7,0,5,1,1,0.64,0.6061,0.73,0.1642,249
146,2,2011,5,8,0,5,1,1,0.66,0.6212,0.74,0.2836,418
146,2,2011,5,9,0,5,1,1,0.7,0.6515,0.65,0.2836,227
146,2,2011,5,10,0,5,1,1,0.72,0.6667,0.54,0.3881,153
146,2,2011,5,11,0,5,1,2,0.74,0.6818,0.55,0.3284,166
146,2,2011,5,12,0,5,1,2,0.76,0.697,0.55,0.2985,243
146,2,2011,5,13,0,5,1,1,0.74,0.6818,0.58,0.194,209
146,2,2011,5,14,0,5,1,1,0.76,0.697,0.55,0.2537,239
146,2,2011,5,15,0,5,1,1,0.78,0.7121,0.49,0.2836,356
146,2,2011,5,16,0,5,1,2,0.76,0.697,0.55,0.3881,419
146,2,2011,5,17,0,5,1,1,0.74,0.6818,0.58,0.3881,491
146,2,2011,5,18,0,5,1,2,0.72,0.6818,0.62,0.2985,399
146,2,2011,5,19,0,5,1,3,0.6,0.5758,0.78,0.2537,279
146,2,2011,5,20,0,5,1,2,0.62,0.5909,0.73,0.2239,144
146,2,2011,5,21,0,5,1,1,0.6,0.5606,0.83,0.1045,151
146,2,2011,5,22,0,5,1,1,0.6,0.5758,0.78,0.1343,141
146,2,2011,5,23,0,5,1,1,0.58,0.5455,0.88,0.1343,127
147,2,2011,5,0,0,6,0,1,0.58,0.5455,0.88,0.1343,94
147,2,2011,5,1,0,6,0,1,0.58,0.5455,0.88,0.194,55
147,2,2011,5,2,0,6,0,1,0.56,0.5303,0.94,0.194,48
147,2,2011,5,3,0,6,0,1,0.56,0.5303,0.88,0.2239,15
147,2,2011,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537,4
147,2,2011,5,5,0,6,0,1,0.56,0.5303,0.88,0.2239,7
147,2,2011,5,6,0,6,0,1,0.58,0.5455,0.83,0.2537,19
147,2,2011,5,7,0,6,0,1,0.6,0.5606,0.83,0.2537,50
147,2,2011,5,8,0,6,0,1,0.62,0.5909,0.78,0.194,102
147,2,2011,5,9,0,6,0,1,0.64,0.6061,0.73,0.2537,177
147,2,2011,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,276
147,2,2011,5,11,0,6,0,1,0.7,0.6515,0.65,0.2239,349
147,2,2011,5,12,0,6,0,1,0.72,0.6667,0.58,0.2537,358
147,2,2011,5,13,0,6,0,1,0.72,0.6818,0.62,0.2239,385
147,2,2011,5,14,0,6,0,1,0.74,0.6818,0.58,0.2239,382
147,2,2011,5,15,0,6,0,1,0.74,0.6818,0.55,0.2239,374
147,2,2011,5,16,0,6,0,1,0.76,0.697,0.55,0.2836,402
147,2,2011,5,17,0,6,0,1,0.74,0.6818,0.55,0.2985,341
147,2,2011,5,18,0,6,0,1,0.72,0.6818,0.62,0.2537,385
147,2,2011,5,19,0,6,0,1,0.7,0.6515,0.65,0.194,252
147,2,2011,5,20,0,6,0,1,0.7,0.6515,0.65,0.2239,196
147,2,2011,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,201
147,2,2011,5,22,0,6,0,1,0.66,0.6061,0.78,0.2239,161
147,2,2011,5,23,0,6,0,1,0.64,0.5758,0.83,0.194,125
148,2,2011,5,0,0,0,0,1,0.64,0.5758,0.83,0.2239,83
148,2,2011,5,1,0,0,0,1,0.62,0.5606,0.88,0.1642,66
148,2,2011,5,2,0,0,0,1,0.62,0.5606,0.88,0.1045,61
148,2,2011,5,3,0,0,0,1,0.62,0.5606,0.88,0.1045,26
148,2,2011,5,4,0,0,0,1,0.6,0.5455,0.88,0.0896,23
148,2,2011,5,5,0,0,0,1,0.6,0.5152,0.94,0.1642,6
148,2,2011,5,6,0,0,0,2,0.62,0.5606,0.88,0.194,15
148,2,2011,5,7,0,0,0,2,0.62,0.5606,0.88,0.2537,30
148,2,2011,5,8,0,0,0,2,0.62,0.5606,0.88,0.2239,96
148,2,2011,5,9,0,0,0,2,0.62,0.5455,0.94,0.2537,152
148,2,2011,5,10,0,0,0,2,0.66,0.6061,0.83,0.2239,251
148,2,2011,5,11,0,0,0,2,0.66,0.6061,0.83,0.2836,319
148,2,2011,5,12,0,0,0,2,0.7,0.6667,0.74,0.2239,402
148,2,2011,5,13,0,0,0,1,0.72,0.6818,0.7,0.2836,418
148,2,2011,5,14,0,0,0,1,0.74,0.697,0.7,0.2836,351
148,2,2011,5,15,0,0,0,1,0.74,0.697,0.7,0.2985,376
148,2,2011,5,16,0,0,0,1,0.74,0.697,0.7,0.2836,361
148,2,2011,5,17,0,0,0,1,0.74,0.697,0.7,0.2836,383
148,2,2011,5,18,0,0,0,1,0.72,0.697,0.74,0.2836,328
148,2,2011,5,19,0,0,0,1,0.72,0.697,0.74,0.2537,287
148,2,2011,5,20,0,0,0,1,0.7,0.6667,0.79,0.194,219
148,2,2011,5,21,0,0,0,1,0.68,0.6364,0.83,0.1642,229
148,2,2011,5,22,0,0,0,1,0.66,0.5909,0.89,0.1343,171
148,2,2011,5,23,0,0,0,1,0.66,0.5909,0.89,0.1642,135
149,2,2011,5,0,1,1,0,1,0.64,0.5606,0.94,0.194,103
149,2,2011,5,1,1,1,0,1,0.64,0.5606,0.94,0.1343,79
149,2,2011,5,2,1,1,0,1,0.64,0.5606,0.94,0.194,45
149,2,2011,5,3,1,1,0,1,0.64,0.5606,0.94,0.194,18
149,2,2011,5,4,1,1,0,1,0.62,0.5455,0.94,0.1642,6
149,2,2011,5,5,1,1,0,2,0.62,0.5455,0.94,0.1045,7
149,2,2011,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,16
149,2,2011,5,7,1,1,0,2,0.64,0.5606,0.94,0.0,31
149,2,2011,5,8,1,1,0,2,0.66,0.5909,0.89,0.1045,94
149,2,2011,5,9,1,1,0,1,0.72,0.697,0.74,0.0896,128
149,2,2011,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,269
149,2,2011,5,11,1,1,0,1,0.82,0.7727,0.52,0.0,321
149,2,2011,5,12,1,1,0,1,0.86,0.803,0.47,0.1045,366
149,2,2011,5,13,1,1,0,1,0.86,0.7879,0.44,0.0896,350
149,2,2011,5,14,1,1,0,1,0.88,0.803,0.39,0.0,327
149,2,2011,5,15,1,1,0,1,0.88,0.803,0.39,0.2537,311
149,2,2011,5,16,1,1,0,1,0.88,0.7879,0.37,0.2836,309
149,2,2011,5,17,1,1,0,1,0.86,0.7879,0.41,0.2239,304
149,2,2011,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642,249
149,2,2011,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,225
149,2,2011,5,20,1,1,0,1,0.76,0.7121,0.58,0.0,237
149,2,2011,5,21,1,1,0,1,0.74,0.697,0.7,0.1343,149
149,2,2011,5,22,1,1,0,1,0.72,0.697,0.74,0.1642,106
149,2,2011,5,23,1,1,0,1,0.7,0.6667,0.84,0.1045,48
150,2,2011,5,0,0,2,1,1,0.7,0.6667,0.79,0.0896,29
150,2,2011,5,1,0,2,1,1,0.68,0.6364,0.89,0.0896,17
150,2,2011,5,2,0,2,1,2,0.66,0.5909,0.94,0.1343,12
150,2,2011,5,3,0,2,1,2,0.64,0.5606,0.94,0.0,4
150,2,2011,5,4,0,2,1,1,0.66,0.6061,0.83,0.0896,3
150,2,2011,5,5,0,2,1,1,0.66,0.6061,0.83,0.0896,26
150,2,2011,5,6,0,2,1,1,0.68,0.6364,0.79,0.0896,109
150,2,2011,5,7,0,2,1,1,0.74,0.697,0.66,0.1045,235
150,2,2011,5,8,0,2,1,1,0.78,0.7424,0.59,0.1343,406
150,2,2011,5,9,0,2,1,1,0.8,0.7576,0.55,0.1343,175
150,2,2011,5,10,0,2,1,1,0.82,0.7879,0.56,0.1343,109
150,2,2011,5,11,0,2,1,1,0.86,0.803,0.47,0.0,106
150,2,2011,5,12,0,2,1,1,0.86,0.803,0.47,0.1343,162
150,2,2011,5,13,0,2,1,1,0.9,0.8333,0.39,0.1642,147
150,2,2011,5,14,0,2,1,1,0.9,0.8182,0.37,0.0,140
150,2,2011,5,15,0,2,1,1,0.9,0.8182,0.37,0.1642,175
150,2,2011,5,16,0,2,1,1,0.9,0.8333,0.39,0.1343,249
150,2,2011,5,17,0,2,1,1,0.84,0.803,0.53,0.2239,495
150,2,2011,5,18,0,2,1,1,0.84,0.803,0.53,0.194,417
150,2,2011,5,19,0,2,1,1,0.78,0.7424,0.62,0.1045,285
150,2,2011,5,20,0,2,1,1,0.78,0.7424,0.62,0.1045,251
150,2,2011,5,21,0,2,1,1,0.76,0.7273,0.66,0.1045,210
150,2,2011,5,22,0,2,1,1,0.74,0.697,0.7,0.1642,159
150,2,2011,5,23,0,2,1,1,0.72,0.697,0.79,0.0896,61
151,2,2011,6,0,0,3,1,1,0.7,0.6667,0.79,0.1642,34
151,2,2011,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537,17
151,2,2011,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,3
151,2,2011,6,3,0,3,1,1,0.68,0.6364,0.89,0.194,6
151,2,2011,6,4,0,3,1,2,0.68,0.6364,0.89,0.2239,4
151,2,2011,6,5,0,3,1,2,0.66,0.5909,0.89,0.0896,21
151,2,2011,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,128
151,2,2011,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,284
151,2,2011,6,8,0,3,1,2,0.72,0.697,0.79,0.194,454
151,2,2011,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,207
151,2,2011,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,115
151,2,2011,6,11,0,3,1,2,0.82,0.803,0.59,0.2239,112
151,2,2011,6,12,0,3,1,1,0.86,0.8333,0.53,0.0,169
151,2,2011,6,13,0,3,1,1,0.9,0.8182,0.37,0.194,154
151,2,2011,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,145
151,2,2011,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,152
151,2,2011,6,16,0,3,1,1,0.86,0.803,0.47,0.2985,266
151,2,2011,6,17,0,3,1,1,0.86,0.803,0.47,0.2985,486
151,2,2011,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,309
151,2,2011,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,264
151,2,2011,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537,256
151,2,2011,6,21,0,3,1,1,0.74,0.697,0.7,0.2836,190
151,2,2011,6,22,0,3,1,1,0.74,0.697,0.66,0.1343,129
151,2,2011,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642,69
152,2,2011,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,42
152,2,2011,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,15
152,2,2011,6,2,0,4,1,1,0.7,0.6364,0.39,0.0,6
152,2,2011,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,4
152,2,2011,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,3
152,2,2011,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,31
152,2,2011,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,113
152,2,2011,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,304
152,2,2011,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,467
152,2,2011,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,225
152,2,2011,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,139
152,2,2011,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,165
152,2,2011,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,232
152,2,2011,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,203
152,2,2011,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,185
152,2,2011,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,188
152,2,2011,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,318
152,2,2011,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,572
152,2,2011,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,525
152,2,2011,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,379
152,2,2011,6,20,0,4,1,1,0.7,0.6364,0.24,0.194,337
152,2,2011,6,21,0,4,1,1,0.66,0.6212,0.31,0.194,248
152,2,2011,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,155
152,2,2011,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,112
153,2,2011,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,68
153,2,2011,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,22
153,2,2011,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,12
153,2,2011,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,5
153,2,2011,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,6
153,2,2011,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,28
153,2,2011,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,106
153,2,2011,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,277
153,2,2011,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,502
153,2,2011,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,230
153,2,2011,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,161
153,2,2011,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,192
153,2,2011,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,259
153,2,2011,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,248
153,2,2011,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,240
153,2,2011,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,212
153,2,2011,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,349
153,2,2011,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,558
153,2,2011,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,564
153,2,2011,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,391
153,2,2011,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,293
153,2,2011,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,247
153,2,2011,6,22,0,5,1,1,0.62,0.6212,0.35,0.0,171
153,2,2011,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,171
154,2,2011,6,0,0,6,0,1,0.56,0.5303,0.52,0.0,93
154,2,2011,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,94
154,2,2011,6,2,0,6,0,1,0.54,0.5152,0.56,0.194,59
154,2,2011,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,18
154,2,2011,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,15
154,2,2011,6,5,0,6,0,1,0.5,0.4848,0.64,0.0,8
154,2,2011,6,6,0,6,0,1,0.54,0.5152,0.6,0.0,28
154,2,2011,6,7,0,6,0,1,0.56,0.5303,0.56,0.0,87
154,2,2011,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,125
154,2,2011,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,224
154,2,2011,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,317
154,2,2011,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,369
154,2,2011,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,420
154,2,2011,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,456
154,2,2011,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,451
154,2,2011,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,404
154,2,2011,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,440
154,2,2011,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,344
154,2,2011,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,341
154,2,2011,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,285
154,2,2011,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,239
154,2,2011,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,185
154,2,2011,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,190
154,2,2011,6,23,0,6,0,2,0.64,0.6212,0.57,0.0,150
155,2,2011,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,113
155,2,2011,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,96
155,2,2011,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,64
155,2,2011,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,47
155,2,2011,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,12
155,2,2011,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,6
155,2,2011,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,21
155,2,2011,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,27
155,2,2011,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,98
155,2,2011,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,164
155,2,2011,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,251
155,2,2011,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,335
155,2,2011,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,335
155,2,2011,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,367
155,2,2011,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,385
155,2,2011,6,15,0,0,0,1,0.7,0.6515,0.54,0.0,417
155,2,2011,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,398
155,2,2011,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,390
155,2,2011,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,363
155,2,2011,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,357
155,2,2011,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,279
155,2,2011,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,165
155,2,2011,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,130
155,2,2011,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,86
156,2,2011,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,29
156,2,2011,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,14
156,2,2011,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,8
156,2,2011,6,3,0,1,1,1,0.58,0.5455,0.88,0.0,5
156,2,2011,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,8
156,2,2011,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,31
156,2,2011,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,112
156,2,2011,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,299
156,2,2011,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,438
156,2,2011,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,188
156,2,2011,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,95
156,2,2011,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,111
156,2,2011,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,153
156,2,2011,6,13,0,1,1,1,0.78,0.6818,0.35,0.0,180
156,2,2011,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,145
156,2,2011,6,15,0,1,1,1,0.8,0.697,0.29,0.194,165
156,2,2011,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,267
156,2,2011,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,579
156,2,2011,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,556
156,2,2011,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,407
156,2,2011,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,336
156,2,2011,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,189
156,2,2011,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,173
156,2,2011,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,60
157,2,2011,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,20
157,2,2011,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,4
157,2,2011,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,5
157,2,2011,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,2
157,2,2011,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,5
157,2,2011,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,32
157,2,2011,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,126
157,2,2011,6,7,0,2,1,2,0.64,0.6061,0.69,0.194,334
157,2,2011,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,477
157,2,2011,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,217
157,2,2011,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,123
157,2,2011,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,151
157,2,2011,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,183
157,2,2011,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,196
157,2,2011,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,146
157,2,2011,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,183
157,2,2011,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,308
157,2,2011,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,539
157,2,2011,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,551
157,2,2011,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,424
157,2,2011,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,346
157,2,2011,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,218
157,2,2011,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,153
157,2,2011,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,90
158,2,2011,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,41
158,2,2011,6,1,0,3,1,1,0.66,0.6061,0.78,0.0,23
158,2,2011,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,7
158,2,2011,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,3
158,2,2011,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,6
158,2,2011,6,5,0,3,1,1,0.62,0.5606,0.88,0.0,21
158,2,2011,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,116
158,2,2011,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,353
158,2,2011,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,481
158,2,2011,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,202
158,2,2011,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,90
158,2,2011,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,134
158,2,2011,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,149
158,2,2011,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,136
158,2,2011,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,155
